0,0,0.000000
0,1,26.499679
0,2,20.428148
0,3,22.641121
0,4,22.491788
0,5,25.588386
0,6,24.301288
0,7,26.017002
0,8,28.515475
0,9,42.034742
1,0,26.499679
1,1,0.000000
1,2,11.034508
1,3,8.898695
1,4,10.145525
1,5,4.113385
1,6,7.972141
1,7,13.435803
1,8,9.564475
1,9,18.553758
2,0,20.428148
2,1,11.034508
2,2,0.000000
2,3,2.673964
2,4,2.086992
2,5,7.596742
2,6,4.418942
2,7,6.219732
2,8,8.202928
2,9,21.779576
3,0,22.641121
3,1,8.898695
3,2,2.673964
3,3,0.000000
3,4,1.256244
3,5,5.129678
3,6,1.766323
3,7,5.675733
3,8,5.883548
3,9,19.407417
4,0,22.491788
4,1,10.145525
4,2,2.086992
4,3,1.256244
4,4,0.000000
4,5,6.315291
4,6,2.618758
4,7,4.770840
4,8,6.118371
4,9,19.693252
5,0,25.588386
5,1,4.113385
5,2,7.596742
5,3,5.129678
5,4,6.315291
5,5,0.000000
5,6,3.927491
5,7,9.322544
5,8,5.845512
5,9,17.173803
6,0,24.301288
6,1,7.972141
6,2,4.418942
6,3,1.766323
6,4,2.618758
6,5,3.927491
6,6,0.000000
6,7,5.637598
6,8,4.335267
6,9,17.733568
7,0,26.017002
7,1,13.435803
7,2,6.219732
7,3,5.675733
7,4,4.770840
7,5,9.322544
7,6,5.637598
7,7,0.000000
7,8,5.384195
7,9,17.479374
8,0,28.515475
8,1,9.564475
8,2,8.202928
8,3,5.883548
8,4,6.118371
8,5,5.845512
8,6,4.335267
8,7,5.384195
8,8,0.000000
8,9,13.578698
9,0,42.034742
9,1,18.553758
9,2,21.779576
9,3,19.407417
9,4,19.693252
9,5,17.173803
9,6,17.733568
9,7,17.479374
9,8,13.578698
9,9,0.000000
