0,0,0.000000
0,1,25.227557
0,2,26.499679
0,3,20.428148
0,4,22.641121
0,5,24.301288
0,6,24.172722
0,7,27.948231
0,8,26.017002
0,9,28.515475
0,10,42.034742
0,11,41.316638
0,12,1101.029064
0,13,1092.477266
0,14,55.200861
1,0,25.227557
1,1,0.000000
1,2,1.284071
1,3,10.058483
1,4,8.089027
1,5,7.369796
1,6,8.277289
1,7,6.350203
1,8,12.957467
1,9,9.528969
1,10,19.395490
1,11,19.367037
1,12,1116.748799
1,13,1108.085083
1,14,32.934284
2,0,26.499679
2,1,1.284071
2,2,0.000000
2,3,11.034508
2,4,8.898695
2,5,7.972141
2,6,8.892739
2,7,6.234211
2,8,13.435803
2,9,9.564475
2,10,18.553758
2,11,18.615766
2,12,1117.689117
2,13,1109.020539
2,14,32.040460
3,0,20.428148
3,1,10.058483
3,2,11.034508
3,3,0.000000
3,4,2.673964
3,5,4.418942
3,6,3.959283
3,7,8.606201
3,8,6.219732
3,9,8.202928
3,10,21.779576
3,11,20.952624
3,12,1106.690329
3,13,1098.026861
3,14,34.782120
4,0,22.641121
4,1,8.089027
4,2,8.898695
4,3,2.673964
4,4,0.000000
4,5,1.766323
4,6,1.556785
4,7,5.933913
4,8,5.675733
4,9,5.883548
4,10,19.407417
4,11,18.680022
4,12,1108.820880
4,13,1100.148351
4,14,32.599821
5,0,24.301288
5,1,7.369796
5,2,7.972141
5,3,4.418942
5,4,1.766323
5,5,0.000000
5,6,0.921084
5,7,4.198719
5,8,5.637598
5,9,4.335267
5,10,17.733568
5,11,17.060448
5,12,1109.989285
5,13,1101.309361
5,14,31.010078
6,0,24.172722
6,1,8.277289
6,2,8.892739
6,3,3.959283
6,4,1.556785
6,5,0.921084
6,6,0.000000
6,7,4.854866
6,8,4.786285
6,9,4.342835
6,10,17.898104
6,11,17.143981
6,12,1109.092208
6,13,1100.411136
6,14,31.052686
7,0,27.948231
7,1,6.350203
7,2,6.234211
7,3,8.606201
7,4,5.933913
7,5,4.198719
7,6,4.854866
7,7,0.000000
7,8,8.127756
7,9,3.391420
7,10,14.363025
7,11,13.965755
7,12,1113.400696
7,13,1104.707149
7,14,27.891733
8,0,26.017002
8,1,12.957467
8,2,13.435803
8,3,6.219732
8,4,5.675733
8,5,5.637598
8,6,4.786285
8,7,8.127756
8,8,0.000000
8,9,5.384195
8,10,17.479374
8,11,16.335867
8,12,1105.302750
8,13,1096.605473
8,14,29.678809
9,0,28.515475
9,1,9.528969
9,2,9.564475
9,3,8.202928
9,4,5.883548
9,5,4.335267
9,6,4.342835
9,7,3.391420
9,8,5.384195
9,9,0.000000
9,10,13.578698
9,11,12.801173
9,12,1110.561788
9,13,1101.858031
9,14,26.717049
10,0,42.034742
10,1,19.395490
10,2,18.553758
10,3,21.779576
10,4,19.407417
10,5,17.733568
10,6,17.898104
10,7,14.363025
10,8,17.479374
10,9,13.578698
10,10,0.000000
10,11,1.705756
10,12,1116.731488
10,13,1107.961498
10,14,13.584126
11,0,41.316638
11,1,19.367037
11,2,18.615766
11,3,20.952624
11,4,18.680022
11,5,17.060448
11,6,17.143981
11,7,13.965755
11,8,16.335867
11,9,12.801173
11,10,1.705756
11,11,0.000000
11,12,1115.028142
11,13,1106.258667
11,14,13.969663
12,0,1101.029064
12,1,1116.748799
12,2,1117.689117
12,3,1106.690329
12,4,1108.820880
12,5,1109.989285
12,6,1109.092208
12,7,1113.400696
12,8,1105.302750
12,9,1110.561788
12,10,1116.731488
12,11,1115.028142
12,12,0.000000
12,13,10.591146
12,14,1118.357395
13,0,1092.477266
13,1,1108.085083
13,2,1109.020539
13,3,1098.026861
13,4,1100.148351
13,5,1101.309361
13,6,1100.411136
13,7,1104.707149
13,8,1096.605473
13,9,1101.858031
13,10,1107.961498
13,11,1106.258667
13,12,10.591146
13,13,0.000000
13,14,1109.515144
14,0,55.200861
14,1,32.934284
14,2,32.040460
14,3,34.782120
14,4,32.599821
14,5,31.010078
14,6,31.052686
14,7,27.891733
14,8,29.678809
14,9,26.717049
14,10,13.584126
14,11,13.969663
14,12,1118.357395
14,13,1109.515144
14,14,0.000000
