0,0,0.000000
0,1,25.227557
0,2,26.499679
0,3,22.641121
0,4,22.491788
0,5,25.588386
0,6,24.301288
0,7,24.172722
0,8,27.948231
0,9,28.515475
1,0,25.227557
1,1,0.000000
1,2,1.284071
1,3,8.089027
1,4,9.345175
1,5,3.759813
1,6,7.369796
1,7,8.277289
1,8,6.350203
1,9,9.528969
2,0,26.499679
2,1,1.284071
2,2,0.000000
2,3,8.898695
2,4,10.145525
2,5,4.113385
2,6,7.972141
2,7,8.892739
2,8,6.234211
2,9,9.564475
3,0,22.641121
3,1,8.089027
3,2,8.898695
3,3,0.000000
3,4,1.256244
3,5,5.129678
3,6,1.766323
3,7,1.556785
3,8,5.933913
3,9,5.883548
4,0,22.491788
4,1,9.345175
4,2,10.145525
4,3,1.256244
4,4,0.000000
4,5,6.315291
4,6,2.618758
4,7,1.961523
4,8,6.782469
4,9,6.118371
5,0,25.588386
5,1,3.759813
5,2,4.113385
5,3,5.129678
5,4,6.315291
5,5,0.000000
5,6,3.927491
5,7,4.844874
5,8,2.996722
5,9,5.845512
6,0,24.301288
6,1,7.369796
6,2,7.972141
6,3,1.766323
6,4,2.618758
6,5,3.927491
6,6,0.000000
6,7,0.921084
6,8,4.198719
6,9,4.335267
7,0,24.172722
7,1,8.277289
7,2,8.892739
7,3,1.556785
7,4,1.961523
7,5,4.844874
7,6,0.921084
7,7,0.000000
7,8,4.854866
7,9,4.342835
8,0,27.948231
8,1,6.350203
8,2,6.234211
8,3,5.933913
8,4,6.782469
8,5,2.996722
8,6,4.198719
8,7,4.854866
8,8,0.000000
8,9,3.391420
9,0,28.515475
9,1,9.528969
9,2,9.564475
9,3,5.883548
9,4,6.118371
9,5,5.845512
9,6,4.335267
9,7,4.342835
9,8,3.391420
9,9,0.000000
